customer_id,gender,is_female,is_senior_citizen,partner,dependents,partner_dependents,phone_service,has_phone,internet_service,has_internet,has_phone_and_internet,contract_type,payment_type,monthly_charges,total_charges,churn,has_churned,tenure,start_date,adjusted_monthly,avg_monthly_charges,contract_type,phone_service,internet_service,service_type
7176-WIONM,Female,TRUE,0,No,No,0,1,TRUE,1,TRUE,TRUE,1,Bank transfer (automatic),$65.25,"$1,441.80",No,FALSE,22,2019-11-07,$65.54,$65.54,1 Year,One Line,DSL,phone_and_internet
7762-URZQH,Male,FALSE,0,No,No,0,0,FALSE,1,TRUE,FALSE,2,Bank transfer (automatic),$56.75,"$1,304.85",No,FALSE,22,2019-11-07,$59.31,$59.31,2 Year,No Phone Service,DSL,internet_only
7892-POOKP,Male,FALSE,0,No,No,0,2,TRUE,1,TRUE,TRUE,1,Bank transfer (automatic),$54.60,"$1,242.25",No,FALSE,22,2019-11-07,$56.47,$56.47,1 Year,Two or More Lines,DSL,phone_and_internet
8456-QDAVC,Male,FALSE,0,No,No,0,1,TRUE,1,TRUE,TRUE,0,Mailed check,$55.10,"$1,253.15",No,FALSE,22,2019-11-07,$56.96,$56.96,Month-to-Month,One Line,DSL,phone_and_internet
8985-OOPOS,Male,FALSE,0,No,No,0,1,TRUE,1,TRUE,TRUE,0,Mailed check,$61.65,"$1,393.60",No,FALSE,22,2019-11-07,$63.35,$63.35,Month-to-Month,One Line,DSL,phone_and_internet
9091-WTUUY,Female,TRUE,0,No,No,0,2,TRUE,1,TRUE,TRUE,0,Electronic check,$54.40,"$1,249.25",No,FALSE,22,2019-11-07,$56.78,$56.78,Month-to-Month,Two or More Lines,DSL,phone_and_internet
9371-BITHB,Female,TRUE,1,Yes,No,1,0,FALSE,1,TRUE,FALSE,0,Credit card (automatic),$40.65,$933.30,Yes,TRUE,22,2019-11-07,$42.42,$42.42,Month-to-Month,No Phone Service,DSL,internet_only
0584-BJQGZ,Female,TRUE,0,Yes,No,1,1,TRUE,2,TRUE,TRUE,0,Bank transfer (automatic),$69.80,"$1,540.35",No,FALSE,22,2019-11-07,$50.02,$70.02,Month-to-Month,One Line,Fiber Optic,phone_and_internet
2316-ESMLS,Male,FALSE,1,Yes,No,1,1,TRUE,2,TRUE,TRUE,0,Electronic check,$90.00,"$2,024.10",No,FALSE,22,2019-11-07,$72.00,$92.00,Month-to-Month,One Line,Fiber Optic,phone_and_internet
2495-INZWQ,Male,FALSE,1,Yes,No,1,2,TRUE,2,TRUE,TRUE,0,Electronic check,$86.80,"$1,975.85",No,FALSE,22,2019-11-07,$69.81,$89.81,Month-to-Month,Two or More Lines,Fiber Optic,phone_and_internet
2947-DOMLJ,Male,FALSE,1,Yes,No,1,2,TRUE,2,TRUE,TRUE,0,Electronic check,$78.85,"$1,772.25",Yes,TRUE,22,2019-11-07,$60.56,$80.56,Month-to-Month,Two or More Lines,Fiber Optic,phone_and_internet
3506-LCJDC,Male,FALSE,0,No,No,0,1,TRUE,2,TRUE,TRUE,1,Credit card (automatic),$99.95,"$2,292.75",No,FALSE,22,2019-11-07,$84.22,$104.22,1 Year,One Line,Fiber Optic,phone_and_internet
3563-SVYLG,Female,TRUE,0,No,No,0,2,TRUE,2,TRUE,TRUE,0,Electronic check,$84.35,"$1,938.05",No,FALSE,22,2019-11-07,$68.09,$88.09,Month-to-Month,Two or More Lines,Fiber Optic,phone_and_internet
3736-BLEPA,Male,FALSE,0,No,No,0,2,TRUE,2,TRUE,TRUE,0,Electronic check,$82.35,"$1,852.85",Yes,TRUE,22,2019-11-07,$64.22,$84.22,Month-to-Month,Two or More Lines,Fiber Optic,phone_and_internet
3845-FXCYS,Male,FALSE,0,No,No,0,2,TRUE,2,TRUE,TRUE,0,Electronic check,$74.95,"$1,710.45",Yes,TRUE,22,2019-11-07,$57.75,$77.75,Month-to-Month,Two or More Lines,Fiber Optic,phone_and_internet
3926-YZVVX,Male,FALSE,0,Yes,No,1,2,TRUE,2,TRUE,TRUE,0,Electronic check,$99.25,"$2,186.40",Yes,TRUE,22,2019-11-07,$79.38,$99.38,Month-to-Month,Two or More Lines,Fiber Optic,phone_and_internet
4116-TZAQJ,Male,FALSE,0,No,No,0,2,TRUE,2,TRUE,TRUE,0,Credit card (automatic),$94.65,"$2,104.55",Yes,TRUE,22,2019-11-07,$75.66,$95.66,Month-to-Month,Two or More Lines,Fiber Optic,phone_and_internet
4378-MYPGO,Male,FALSE,0,No,No,0,1,TRUE,2,TRUE,TRUE,0,Bank transfer (automatic),$94.95,"$2,142.80",No,FALSE,22,2019-11-07,$77.40,$97.40,Month-to-Month,One Line,Fiber Optic,phone_and_internet
4685-ERGHK,Female,TRUE,0,Yes,No,1,1,TRUE,2,TRUE,TRUE,1,Electronic check,$79.20,"$1,742.45",No,FALSE,22,2019-11-07,$59.20,$79.20,1 Year,One Line,Fiber Optic,phone_and_internet
4701-AHWMW,Female,TRUE,0,Yes,No,1,1,TRUE,2,TRUE,TRUE,0,Electronic check,$69.25,"$1,554.00",Yes,TRUE,22,2019-11-07,$50.64,$70.64,Month-to-Month,One Line,Fiber Optic,phone_and_internet
4821-SJHJV,Female,TRUE,1,No,No,0,1,TRUE,2,TRUE,TRUE,0,Electronic check,$81.70,"$1,820.90",No,FALSE,22,2019-11-07,$62.77,$82.77,Month-to-Month,One Line,Fiber Optic,phone_and_internet
5376-PCKNB,Male,FALSE,0,No,No,0,2,TRUE,2,TRUE,TRUE,0,Electronic check,$95.10,"$2,162.60",No,FALSE,22,2019-11-07,$78.30,$98.30,Month-to-Month,Two or More Lines,Fiber Optic,phone_and_internet
5567-WSELE,Female,TRUE,0,No,No,0,1,TRUE,2,TRUE,TRUE,0,Mailed check,$84.30,"$1,855.65",Yes,TRUE,22,2019-11-07,$64.35,$84.35,Month-to-Month,One Line,Fiber Optic,phone_and_internet
6284-AHOOQ,Female,TRUE,0,No,No,0,1,TRUE,2,TRUE,TRUE,0,Mailed check,$79.10,"$1,783.75",No,FALSE,22,2019-11-07,$61.08,$81.08,Month-to-Month,One Line,Fiber Optic,phone_and_internet
6356-ELRKD,Male,FALSE,0,No,No,0,1,TRUE,2,TRUE,TRUE,0,Electronic check,$96.00,"$2,122.45",Yes,TRUE,22,2019-11-07,$76.48,$96.48,Month-to-Month,One Line,Fiber Optic,phone_and_internet
7255-SSFBC,Female,TRUE,0,No,No,0,2,TRUE,2,TRUE,TRUE,0,Electronic check,$90.00,"$1,993.80",Yes,TRUE,22,2019-11-07,$70.63,$90.63,Month-to-Month,Two or More Lines,Fiber Optic,phone_and_internet
7526-BEZQB,Male,FALSE,1,No,No,0,2,TRUE,2,TRUE,TRUE,0,Electronic check,$76.10,"$1,712.70",Yes,TRUE,22,2019-11-07,$57.85,$77.85,Month-to-Month,Two or More Lines,Fiber Optic,phone_and_internet
8413-YNHNV,Male,FALSE,0,No,No,0,2,TRUE,2,TRUE,TRUE,0,Bank transfer (automatic),$101.35,"$2,317.10",Yes,TRUE,22,2019-11-07,$85.32,$105.32,Month-to-Month,Two or More Lines,Fiber Optic,phone_and_internet
8676-TRMJS,Female,TRUE,1,No,No,0,2,TRUE,2,TRUE,TRUE,0,Bank transfer (automatic),$74.40,"$1,692.60",Yes,TRUE,22,2019-11-07,$56.94,$76.94,Month-to-Month,Two or More Lines,Fiber Optic,phone_and_internet
9122-UMROB,Female,TRUE,0,No,No,0,2,TRUE,2,TRUE,TRUE,0,Credit card (automatic),$98.70,"$2,249.10",No,FALSE,22,2019-11-07,$82.23,$102.23,Month-to-Month,Two or More Lines,Fiber Optic,phone_and_internet
9916-AYHTC,Female,TRUE,0,Yes,No,1,2,TRUE,2,TRUE,TRUE,0,Mailed check,$90.15,"$2,044.95",No,FALSE,22,2019-11-07,$72.95,$92.95,Month-to-Month,Two or More Lines,Fiber Optic,phone_and_internet
9992-RRAMN,Male,FALSE,0,Yes,No,1,2,TRUE,2,TRUE,TRUE,0,Electronic check,$85.10,"$1,873.70",Yes,TRUE,22,2019-11-07,$65.17,$85.17,Month-to-Month,Two or More Lines,Fiber Optic,phone_and_internet
0508-SQWPL,Female,TRUE,1,No,No,0,1,TRUE,0,FALSE,FALSE,0,Mailed check,$20.30,$459.95,No,FALSE,22,2019-11-07,$20.91,$20.91,Month-to-Month,One Line,No Internet Service,phone_only
2954-PIBKO,Male,FALSE,0,No,No,0,1,TRUE,0,FALSE,FALSE,0,Electronic check,$20.85,$473.90,No,FALSE,22,2019-11-07,$21.54,$21.54,Month-to-Month,One Line,No Internet Service,phone_only
3768-VHXQO,Female,TRUE,0,Yes,No,1,1,TRUE,0,FALSE,FALSE,1,Mailed check,$20.15,$456.85,No,FALSE,22,2019-11-07,$20.77,$20.77,1 Year,One Line,No Internet Service,phone_only
4418-LZMSV,Female,TRUE,0,No,No,0,1,TRUE,0,FALSE,FALSE,1,Credit card (automatic),$19.35,$433.75,No,FALSE,22,2019-11-07,$19.72,$19.72,1 Year,One Line,No Internet Service,phone_only
6507-ZJSUR,Male,FALSE,0,No,No,0,2,TRUE,0,FALSE,FALSE,2,Mailed check,$25.25,$566.50,No,FALSE,22,2019-11-07,$25.75,$25.75,2 Year,Two or More Lines,No Internet Service,phone_only
0486-HECZI,Female,TRUE,0,No,Yes,2,1,TRUE,1,TRUE,TRUE,1,Electronic check,$49.45,"$1,119.35",No,FALSE,22,2019-11-07,$50.88,$50.88,1 Year,One Line,DSL,phone_and_internet
0621-TWIEM,Male,FALSE,0,Yes,Yes,3,1,TRUE,1,TRUE,TRUE,1,Bank transfer (automatic),$67.50,"$1,544.05",Yes,TRUE,22,2019-11-07,$70.18,$70.18,1 Year,One Line,DSL,phone_and_internet
1197-BVMVG,Male,FALSE,0,Yes,Yes,3,2,TRUE,1,TRUE,TRUE,1,Credit card (automatic),$48.35,"$1,067.15",Yes,TRUE,22,2019-11-07,$48.51,$48.51,1 Year,Two or More Lines,DSL,phone_and_internet
1354-YZFNB,Male,FALSE,0,Yes,Yes,3,0,FALSE,1,TRUE,FALSE,0,Bank transfer (automatic),$30.35,$678.75,No,FALSE,22,2019-11-07,$30.85,$30.85,Month-to-Month,No Phone Service,DSL,internet_only
3074-GQWYX,Female,TRUE,0,Yes,Yes,3,2,TRUE,1,TRUE,TRUE,2,Bank transfer (automatic),$77.15,"$1,759.40",No,FALSE,22,2019-11-07,$79.97,$79.97,2 Year,Two or More Lines,DSL,phone_and_internet
6532-YLWSI,Female,TRUE,0,Yes,Yes,3,1,TRUE,1,TRUE,TRUE,1,Mailed check,$57.75,"$1,282.85",No,FALSE,22,2019-11-07,$58.31,$58.31,1 Year,One Line,DSL,phone_and_internet
9850-OWRHQ,Male,FALSE,0,No,Yes,2,0,FALSE,1,TRUE,FALSE,0,Credit card (automatic),$25.35,$566.10,No,FALSE,22,2019-11-07,$25.73,$25.73,Month-to-Month,No Phone Service,DSL,internet_only
9862-KJTYK,Female,TRUE,0,No,Yes,2,0,FALSE,1,TRUE,FALSE,2,Mailed check,$53.15,"$1,183.20",No,FALSE,22,2019-11-07,$53.78,$53.78,2 Year,No Phone Service,DSL,internet_only
0027-KWYKW,Female,TRUE,0,Yes,Yes,3,2,TRUE,2,TRUE,TRUE,0,Electronic check,$83.75,"$1,849.95",No,FALSE,22,2019-11-07,$64.09,$84.09,Month-to-Month,Two or More Lines,Fiber Optic,phone_and_internet
0447-RXSGD,Female,TRUE,0,Yes,Yes,3,1,TRUE,2,TRUE,TRUE,0,Electronic check,$83.80,"$1,900.25",Yes,TRUE,22,2019-11-07,$66.38,$86.38,Month-to-Month,One Line,Fiber Optic,phone_and_internet
0568-ONFPC,Female,TRUE,0,Yes,Yes,3,1,TRUE,2,TRUE,TRUE,0,Electronic check,$83.30,"$1,845.90",Yes,TRUE,22,2019-11-07,$63.90,$83.90,Month-to-Month,One Line,Fiber Optic,phone_and_internet
1839-FBNFR,Female,TRUE,1,Yes,Yes,3,2,TRUE,2,TRUE,TRUE,0,Bank transfer (automatic),$85.35,"$1,961.60",No,FALSE,22,2019-11-07,$69.16,$89.16,Month-to-Month,Two or More Lines,Fiber Optic,phone_and_internet
1894-IGFSG,Male,FALSE,0,No,Yes,2,1,TRUE,2,TRUE,TRUE,0,Electronic check,$89.40,"$2,001.50",Yes,TRUE,22,2019-11-07,$70.98,$90.98,Month-to-Month,One Line,Fiber Optic,phone_and_internet
2279-AXJJK,Male,FALSE,0,Yes,Yes,3,1,TRUE,2,TRUE,TRUE,1,Mailed check,$86.80,"$1,940.80",No,FALSE,22,2019-11-07,$68.22,$88.22,1 Year,One Line,Fiber Optic,phone_and_internet
5924-IFQTT,Female,TRUE,0,Yes,Yes,3,1,TRUE,2,TRUE,TRUE,0,Credit card (automatic),$75.30,"$1,702.90",No,FALSE,22,2019-11-07,$57.40,$77.40,Month-to-Month,One Line,Fiber Optic,phone_and_internet
6614-VBEGU,Female,TRUE,0,Yes,Yes,3,2,TRUE,2,TRUE,TRUE,1,Credit card (automatic),$81.85,"$1,810.85",No,FALSE,22,2019-11-07,$62.31,$82.31,1 Year,Two or More Lines,Fiber Optic,phone_and_internet
7293-LSCDV,Female,TRUE,0,Yes,Yes,3,1,TRUE,2,TRUE,TRUE,0,Mailed check,$84.40,"$1,936.85",No,FALSE,22,2019-11-07,$68.04,$88.04,Month-to-Month,One Line,Fiber Optic,phone_and_internet
9774-NRNAU,Female,TRUE,0,Yes,Yes,3,1,TRUE,2,TRUE,TRUE,0,Electronic check,$80.15,"$1,790.65",No,FALSE,22,2019-11-07,$61.39,$81.39,Month-to-Month,One Line,Fiber Optic,phone_and_internet
0264-CNITK,Male,FALSE,0,Yes,Yes,3,2,TRUE,0,FALSE,FALSE,1,Mailed check,$24.35,$538.50,No,FALSE,22,2019-11-07,$24.48,$24.48,1 Year,Two or More Lines,No Internet Service,phone_only
1396-QWFBJ,Male,FALSE,0,Yes,Yes,3,1,TRUE,0,FALSE,FALSE,1,Credit card (automatic),$20.00,$445.30,No,FALSE,22,2019-11-07,$20.24,$20.24,1 Year,One Line,No Internet Service,phone_only
1751-NCDLI,Male,FALSE,0,No,Yes,2,1,TRUE,0,FALSE,FALSE,0,Mailed check,$20.80,$460.20,No,FALSE,22,2019-11-07,$20.92,$20.92,Month-to-Month,One Line,No Internet Service,phone_only
3970-XGJDU,Male,FALSE,0,No,Yes,2,1,TRUE,0,FALSE,FALSE,2,Credit card (automatic),$20.85,$467.50,No,FALSE,22,2019-11-07,$21.25,$21.25,2 Year,One Line,No Internet Service,phone_only
6075-SLNIL,Male,FALSE,0,Yes,Yes,3,1,TRUE,0,FALSE,FALSE,1,Mailed check,$19.65,$436.90,No,FALSE,22,2019-11-07,$19.86,$19.86,1 Year,One Line,No Internet Service,phone_only
6518-PPLMZ,Male,FALSE,0,Yes,Yes,3,1,TRUE,0,FALSE,FALSE,1,Credit card (automatic),$20.80,$469.65,No,FALSE,22,2019-11-07,$21.35,$21.35,1 Year,One Line,No Internet Service,phone_only
8125-QPFJD,Female,TRUE,0,Yes,Yes,3,1,TRUE,0,FALSE,FALSE,2,Mailed check,$19.65,$451.55,No,FALSE,22,2019-11-07,$20.53,$20.53,2 Year,One Line,No Internet Service,phone_only
8165-ZJRNM,Female,TRUE,0,Yes,Yes,3,1,TRUE,0,FALSE,FALSE,2,Mailed check,$19.70,$452.55,No,FALSE,22,2019-11-07,$20.57,$20.57,2 Year,One Line,No Internet Service,phone_only
8950-MTZNV,Female,TRUE,0,No,Yes,2,1,TRUE,0,FALSE,FALSE,0,Electronic check,$20.55,$469.85,No,FALSE,22,2019-11-07,$21.36,$21.36,Month-to-Month,One Line,No Internet Service,phone_only
0487-VVUVK,Male,FALSE,0,Yes,No,1,1,TRUE,1,TRUE,TRUE,1,Bank transfer (automatic),$74.40,"$1,712.90",No,FALSE,23,2019-10-08,$74.47,$74.47,1 Year,One Line,DSL,phone_and_internet
0577-WHMEV,Female,TRUE,0,No,No,0,2,TRUE,1,TRUE,TRUE,0,Bank transfer (automatic),$78.35,"$1,837.90",No,FALSE,23,2019-10-08,$79.91,$79.91,Month-to-Month,Two or More Lines,DSL,phone_and_internet
0883-EIBTI,Male,FALSE,0,No,No,0,1,TRUE,1,TRUE,TRUE,1,Bank transfer (automatic),$64.90,"$1,509.80",No,FALSE,23,2019-10-08,$65.64,$65.64,1 Year,One Line,DSL,phone_and_internet
1346-PJWTK,Male,FALSE,0,Yes,No,1,1,TRUE,1,TRUE,TRUE,1,Bank transfer (automatic),$59.75,"$1,374.35",No,FALSE,23,2019-10-08,$59.75,$59.75,1 Year,One Line,DSL,phone_and_internet
2754-SDJRD,Male,FALSE,0,Yes,No,1,0,FALSE,1,TRUE,FALSE,0,Electronic check,$29.10,$688.00,No,FALSE,23,2019-10-08,$29.91,$29.91,Month-to-Month,No Phone Service,DSL,internet_only
3512-IZIKN,Male,FALSE,0,No,No,0,1,TRUE,1,TRUE,TRUE,0,Mailed check,$49.70,"$1,167.80",No,FALSE,23,2019-10-08,$50.77,$50.77,Month-to-Month,One Line,DSL,phone_and_internet
3719-TDVQB,Male,FALSE,1,No,No,0,2,TRUE,1,TRUE,TRUE,0,Credit card (automatic),$54.80,"$1,291.30",No,FALSE,23,2019-10-08,$56.14,$56.14,Month-to-Month,Two or More Lines,DSL,phone_and_internet
6599-SFQVE,Female,TRUE,0,Yes,No,1,1,TRUE,1,TRUE,TRUE,0,Bank transfer (automatic),$69.45,"$1,614.05",No,FALSE,23,2019-10-08,$70.18,$70.18,Month-to-Month,One Line,DSL,phone_and_internet
6615-NGGZJ,Male,FALSE,0,No,No,0,1,TRUE,1,TRUE,TRUE,0,Bank transfer (automatic),$60.45,"$1,440.75",No,FALSE,23,2019-10-08,$62.64,$62.64,Month-to-Month,One Line,DSL,phone_and_internet
7666-WKRON,Female,TRUE,0,No,No,0,2,TRUE,1,TRUE,TRUE,1,Electronic check,$78.55,"$1,843.05",No,FALSE,23,2019-10-08,$80.13,$80.13,1 Year,Two or More Lines,DSL,phone_and_internet
7954-MLBUN,Female,TRUE,0,Yes,No,1,2,TRUE,1,TRUE,TRUE,0,Mailed check,$66.30,"$1,559.45",No,FALSE,23,2019-10-08,$67.80,$67.80,Month-to-Month,Two or More Lines,DSL,phone_and_internet
8695-WDYEA,Male,FALSE,0,No,No,0,0,FALSE,1,TRUE,FALSE,0,Mailed check,$43.55,"$1,011.50",No,FALSE,23,2019-10-08,$43.98,$43.98,Month-to-Month,No Phone Service,DSL,internet_only
8963-MQVYN,Female,TRUE,0,No,No,0,2,TRUE,1,TRUE,TRUE,1,Mailed check,$73.75,"$1,756.60",No,FALSE,23,2019-10-08,$76.37,$76.37,1 Year,Two or More Lines,DSL,phone_and_internet
9065-ZCPQX,Male,FALSE,0,Yes,No,1,1,TRUE,1,TRUE,TRUE,0,Bank transfer (automatic),$59.95,"$1,406.00",No,FALSE,23,2019-10-08,$61.13,$61.13,Month-to-Month,One Line,DSL,phone_and_internet
9350-VLHMB,Male,FALSE,0,Yes,No,1,2,TRUE,1,TRUE,TRUE,1,Electronic check,$58.35,"$1,346.90",No,FALSE,23,2019-10-08,$58.56,$58.56,1 Year,Two or More Lines,DSL,phone_and_internet
9885-CSMWE,Female,TRUE,0,No,No,0,1,TRUE,1,TRUE,TRUE,1,Bank transfer (automatic),$55.80,"$1,327.85",No,FALSE,23,2019-10-08,$57.73,$57.73,1 Year,One Line,DSL,phone_and_internet
0575-CUQOV,Female,TRUE,0,No,No,0,2,TRUE,2,TRUE,TRUE,0,Credit card (automatic),$88.95,"$2,072.75",No,FALSE,23,2019-10-08,$70.12,$90.12,Month-to-Month,Two or More Lines,Fiber Optic,phone_and_internet
2058-DCJBE,Female,TRUE,1,No,No,0,2,TRUE,2,TRUE,TRUE,0,Mailed check,$79.35,"$1,835.30",No,FALSE,23,2019-10-08,$59.80,$79.80,Month-to-Month,Two or More Lines,Fiber Optic,phone_and_internet
2347-WKKAE,Male,FALSE,0,No,No,0,2,TRUE,2,TRUE,TRUE,0,Electronic check,$80.25,"$1,861.50",Yes,TRUE,23,2019-10-08,$60.93,$80.93,Month-to-Month,Two or More Lines,Fiber Optic,phone_and_internet
2419-FSORS,Male,FALSE,0,Yes,No,1,2,TRUE,2,TRUE,TRUE,0,Electronic check,$101.05,"$2,391.80",Yes,TRUE,23,2019-10-08,$83.99,$103.99,Month-to-Month,Two or More Lines,Fiber Optic,phone_and_internet
2832-SCUCO,Male,FALSE,1,Yes,No,1,1,TRUE,2,TRUE,TRUE,0,Electronic check,$93.15,"$2,231.05",Yes,TRUE,23,2019-10-08,$77.00,$97.00,Month-to-Month,One Line,Fiber Optic,phone_and_internet
3387-PLKUI,Female,TRUE,0,No,No,0,2,TRUE,2,TRUE,TRUE,0,Electronic check,$100.25,"$2,387.75",Yes,TRUE,23,2019-10-08,$83.82,$103.82,Month-to-Month,Two or More Lines,Fiber Optic,phone_and_internet
4001-TSBTV,Female,TRUE,0,No,No,0,1,TRUE,2,TRUE,TRUE,0,Electronic check,$99.50,"$2,369.05",Yes,TRUE,23,2019-10-08,$83.00,$103.00,Month-to-Month,One Line,Fiber Optic,phone_and_internet
4381-MHQDC,Male,FALSE,0,No,No,0,2,TRUE,2,TRUE,TRUE,0,Mailed check,$104.05,"$2,470.10",Yes,TRUE,23,2019-10-08,$87.40,$107.40,Month-to-Month,Two or More Lines,Fiber Optic,phone_and_internet
5010-IPEAQ,Male,FALSE,0,Yes,No,1,2,TRUE,2,TRUE,TRUE,0,Electronic check,$84.25,"$1,968.10",No,FALSE,23,2019-10-08,$65.57,$85.57,Month-to-Month,Two or More Lines,Fiber Optic,phone_and_internet
5480-HPRRX,Male,FALSE,0,No,No,0,1,TRUE,2,TRUE,TRUE,0,Mailed check,$93.20,"$2,157.30",No,FALSE,23,2019-10-08,$73.80,$93.80,Month-to-Month,One Line,Fiber Optic,phone_and_internet
6196-HBOBZ,Female,TRUE,0,No,No,0,2,TRUE,2,TRUE,TRUE,1,Credit card (automatic),$76.00,"$1,783.60",No,FALSE,23,2019-10-08,$57.55,$77.55,1 Year,Two or More Lines,Fiber Optic,phone_and_internet
6227-HWPWX,Male,FALSE,0,Yes,No,1,2,TRUE,2,TRUE,TRUE,0,Credit card (automatic),$95.90,"$2,234.95",No,FALSE,23,2019-10-08,$77.17,$97.17,Month-to-Month,Two or More Lines,Fiber Optic,phone_and_internet
6502-KUGLL,Male,FALSE,1,Yes,No,1,1,TRUE,2,TRUE,TRUE,0,Electronic check,$90.45,"$2,117.25",No,FALSE,23,2019-10-08,$72.05,$92.05,Month-to-Month,One Line,Fiber Optic,phone_and_internet
6817-WTYHE,Female,TRUE,0,No,No,0,2,TRUE,2,TRUE,TRUE,0,Bank transfer (automatic),$75.60,"$1,758.60",Yes,TRUE,23,2019-10-08,$56.46,$76.46,Month-to-Month,Two or More Lines,Fiber Optic,phone_and_internet
6885-PKOAM,Male,FALSE,1,Yes,No,1,2,TRUE,2,TRUE,TRUE,0,Electronic check,$104.25,"$2,433.90",Yes,TRUE,23,2019-10-08,$85.82,$105.82,Month-to-Month,Two or More Lines,Fiber Optic,phone_and_internet
7693-QPEFS,Male,FALSE,0,No,No,0,2,TRUE,2,TRUE,TRUE,0,Electronic check,$81.00,"$1,917.10",Yes,TRUE,23,2019-10-08,$63.35,$83.35,Month-to-Month,Two or More Lines,Fiber Optic,phone_and_internet
7839-NUIAA,Female,TRUE,0,No,No,0,1,TRUE,2,TRUE,TRUE,0,Bank transfer (automatic),$75.00,"$1,778.50",No,FALSE,23,2019-10-08,$57.33,$77.33,Month-to-Month,One Line,Fiber Optic,phone_and_internet
8107-RZLNV,Male,FALSE,1,No,No,0,2,TRUE,2,TRUE,TRUE,0,Electronic check,$106.40,"$2,483.50",Yes,TRUE,23,2019-10-08,$87.98,$107.98,Month-to-Month,Two or More Lines,Fiber Optic,phone_and_internet
8148-WOCMK,Female,TRUE,0,Yes,No,1,2,TRUE,2,TRUE,TRUE,0,Credit card (automatic),$75.40,"$1,747.85",Yes,TRUE,23,2019-10-08,$55.99,$75.99,Month-to-Month,Two or More Lines,Fiber Optic,phone_and_internet
8305-VHZBZ,Female,TRUE,0,No,No,0,2,TRUE,2,TRUE,TRUE,0,Electronic check,$104.15,"$2,494.65",No,FALSE,23,2019-10-08,$88.46,$108.46,Month-to-Month,Two or More Lines,Fiber Optic,phone_and_internet
9782-LGXMC,Male,FALSE,0,No,No,0,1,TRUE,2,TRUE,TRUE,0,Mailed check,$95.30,"$2,192.90",No,FALSE,23,2019-10-08,$75.34,$95.34,Month-to-Month,One Line,Fiber Optic,phone_and_internet
1389-CXMLU,Male,FALSE,0,No,No,0,1,TRUE,0,FALSE,FALSE,2,Mailed check,$20.75,$487.05,No,FALSE,23,2019-10-08,$21.18,$21.18,2 Year,One Line,No Internet Service,phone_only
1429-UYJSV,Female,TRUE,0,Yes,No,1,1,TRUE,0,FALSE,FALSE,1,Mailed check,$19.20,$459.60,No,FALSE,23,2019-10-08,$19.98,$19.98,1 Year,One Line,No Internet Service,phone_only
1666-JZPZT,Male,FALSE,0,No,No,0,1,TRUE,0,FALSE,FALSE,1,Mailed check,$20.45,$481.10,No,FALSE,23,2019-10-08,$20.92,$20.92,1 Year,One Line,No Internet Service,phone_only
3108-PCCGG,Male,FALSE,0,No,No,0,1,TRUE,0,FALSE,FALSE,1,Credit card (automatic),$20.30,$467.15,No,FALSE,23,2019-10-08,$20.31,$20.31,1 Year,One Line,No Internet Service,phone_only
3442-ZHHCC,Male,FALSE,0,Yes,No,1,1,TRUE,0,FALSE,FALSE,1,Bank transfer (automatic),$20.95,$495.15,No,FALSE,23,2019-10-08,$21.53,$21.53,1 Year,One Line,No Internet Service,phone_only
3585-ISXZP,Female,TRUE,0,Yes,No,1,1,TRUE,0,FALSE,FALSE,1,Credit card (automatic),$20.40,$482.80,No,FALSE,23,2019-10-08,$20.99,$20.99,1 Year,One Line,No Internet Service,phone_only
4614-NUVZD,Male,FALSE,0,Yes,No,1,1,TRUE,0,FALSE,FALSE,0,Bank transfer (automatic),$20.45,$471.55,No,FALSE,23,2019-10-08,$20.50,$20.50,Month-to-Month,One Line,No Internet Service,phone_only
4785-NKHCX,Male,FALSE,0,No,No,0,1,TRUE,0,FALSE,FALSE,1,Credit card (automatic),$19.80,$457.30,No,FALSE,23,2019-10-08,$19.88,$19.88,1 Year,One Line,No Internet Service,phone_only
4942-VZZOM,Female,TRUE,0,No,No,0,2,TRUE,0,FALSE,FALSE,2,Mailed check,$26.25,$605.90,No,FALSE,23,2019-10-08,$26.34,$26.34,2 Year,Two or More Lines,No Internet Service,phone_only
5161-XEUVX,Male,FALSE,0,No,No,0,1,TRUE,0,FALSE,FALSE,2,Credit card (automatic),$19.85,$470.00,No,FALSE,23,2019-10-08,$20.43,$20.43,2 Year,One Line,No Internet Service,phone_only
5843-TTHGI,Male,FALSE,0,No,No,0,1,TRUE,0,FALSE,FALSE,1,Mailed check,$20.30,$475.10,No,FALSE,23,2019-10-08,$20.66,$20.66,1 Year,One Line,No Internet Service,phone_only
6413-XKKPU,Male,FALSE,1,Yes,No,1,1,TRUE,0,FALSE,FALSE,1,Electronic check,$20.75,$485.20,No,FALSE,23,2019-10-08,$21.10,$21.10,1 Year,One Line,No Internet Service,phone_only
7945-PRBVF,Male,FALSE,0,No,No,0,1,TRUE,0,FALSE,FALSE,0,Credit card (automatic),$19.40,$460.25,No,FALSE,23,2019-10-08,$20.01,$20.01,Month-to-Month,One Line,No Internet Service,phone_only
8198-RKSZG,Female,TRUE,0,No,No,0,1,TRUE,0,FALSE,FALSE,0,Bank transfer (automatic),$20.30,$470.60,No,FALSE,23,2019-10-08,$20.46,$20.46,Month-to-Month,One Line,No Internet Service,phone_only
